bk,bm,bn,iteration,time_ms,tm,tn,type,m,n,k
16,128,128,8,33.4413,16,16,4D_kernel,8192,8192,256
16,128,128,9,33.481,16,16,4D_kernel,8192,8192,256
16,128,128,0,0.6648,16,16,4D_cublas,8192,8192,256
16,128,128,1,0.667712,16,16,4D_cublas,8192,8192,256
16,128,128,2,0.658592,16,16,4D_cublas,8192,8192,256
16,128,128,3,0.66048,16,16,4D_cublas,8192,8192,256
16,128,128,4,0.661088,16,16,4D_cublas,8192,8192,256
16,128,128,5,0.658112,16,16,4D_cublas,8192,8192,256
16,128,128,6,0.6528,16,16,4D_cublas,8192,8192,256
16,128,128,7,0.652768,16,16,4D_cublas,8192,8192,256
16,128,128,8,0.65296,16,16,4D_cublas,8192,8192,256
16,128,128,9,0.649632,16,16,4D_cublas,8192,8192,256
8,64,64,0,4.16502,8,8,4D_kernel,8192,8192,256
8,64,64,1,4.16342,8,8,4D_kernel,8192,8192,256
8,64,64,2,4.14227,8,8,4D_kernel,8192,8192,256
8,64,64,3,4.16957,8,8,4D_kernel,8192,8192,256
8,64,64,4,4.15584,8,8,4D_kernel,8192,8192,256
8,64,64,5,4.14829,8,8,4D_kernel,8192,8192,256
8,64,64,6,4.1656,8,8,4D_kernel,8192,8192,256
8,64,64,7,4.1239,8,8,4D_kernel,8192,8192,256
8,64,64,8,4.12678,8,8,4D_kernel,8192,8192,256
8,64,64,9,4.16547,8,8,4D_kernel,8192,8192,256
8,64,64,0,0.674752,8,8,4D_cublas,8192,8192,256
8,64,64,1,0.678464,8,8,4D_cublas,8192,8192,256
8,64,64,2,0.673696,8,8,4D_cublas,8192,8192,256
8,64,64,3,0.67216,8,8,4D_cublas,8192,8192,256
8,64,64,4,0.66352,8,8,4D_cublas,8192,8192,256
8,64,64,5,0.669056,8,8,4D_cublas,8192,8192,256
8,64,64,6,0.667296,8,8,4D_cublas,8192,8192,256
8,64,64,7,0.659168,8,8,4D_cublas,8192,8192,256
8,64,64,8,0.66432,8,8,4D_cublas,8192,8192,256
8,64,64,9,0.666176,8,8,4D_cublas,8192,8192,256
8,64,128,0,3.43386,8,8,4D_kernel,8192,8192,256
8,64,128,1,3.43424,8,8,4D_kernel,8192,8192,256
8,64,128,2,3.41843,8,8,4D_kernel,8192,8192,256
8,64,128,3,3.43517,8,8,4D_kernel,8192,8192,256
8,64,128,4,3.4247,8,8,4D_kernel,8192,8192,256
8,64,128,5,3.44438,8,8,4D_kernel,8192,8192,256
8,64,128,6,3.40499,8,8,4D_kernel,8192,8192,256
8,64,128,7,3.42442,8,8,4D_kernel,8192,8192,256
8,64,128,8,3.42413,8,8,4D_kernel,8192,8192,256
8,64,128,9,3.42653,8,8,4D_kernel,8192,8192,256
8,64,128,0,0.663136,8,8,4D_cublas,8192,8192,256
8,64,128,1,0.660288,8,8,4D_cublas,8192,8192,256
8,64,128,2,0.64992,8,8,4D_cublas,8192,8192,256
8,64,128,3,0.656736,8,8,4D_cublas,8192,8192,256
8,64,128,4,0.651232,8,8,4D_cublas,8192,8192,256
8,64,128,5,0.648096,8,8,4D_cublas,8192,8192,256
8,64,128,6,0.655104,8,8,4D_cublas,8192,8192,256
8,64,128,7,0.646912,8,8,4D_cublas,8192,8192,256
8,64,128,8,0.645024,8,8,4D_cublas,8192,8192,256
8,64,128,9,0.652832,8,8,4D_cublas,8192,8192,256
64,32,32,0,9.89261,8,8,4D_kernel,8192,8192,256
64,32,32,1,10.1874,8,8,4D_kernel,8192,8192,256
64,32,32,2,9.87546,8,8,4D_kernel,8192,8192,256
64,32,32,3,9.89782,8,8,4D_kernel,8192,8192,256
64,32,32,4,9.80813,8,8,4D_kernel,8192,8192,256
64,32,32,5,10.0041,8,8,4D_kernel,8192,8192,256
64,32,32,6,9.86368,8,8,4D_kernel,8192,8192,256
64,32,32,7,9.95482,8,8,4D_kernel,8192,8192,256
64,32,32,8,9.87331,8,8,4D_kernel,8192,8192,256
64,32,32,9,9.91392,8,8,4D_kernel,8192,8192,256
64,32,32,0,0.676032,8,8,4D_cublas,8192,8192,256
64,32,32,1,0.683776,8,8,4D_cublas,8192,8192,256
64,32,32,2,0.6632,8,8,4D_cublas,8192,8192,256
64,32,32,3,0.657312,8,8,4D_cublas,8192,8192,256
64,32,32,4,0.660672,8,8,4D_cublas,8192,8192,256
64,32,32,5,0.664224,8,8,4D_cublas,8192,8192,256
64,32,32,6,0.667904,8,8,4D_cublas,8192,8192,256
64,32,32,7,0.65824,8,8,4D_cublas,8192,8192,256
64,32,32,8,0.662784,8,8,4D_cublas,8192,8192,256
64,32,32,9,0.663872,8,8,4D_cublas,8192,8192,256
16,64,64,0,2.81789,16,4,4D_kernel,8192,8192,256
16,64,64,1,2.83491,16,4,4D_kernel,8192,8192,256
16,64,64,2,2.81638,16,4,4D_kernel,8192,8192,256
16,64,64,3,2.81283,16,4,4D_kernel,8192,8192,256
16,64,64,4,2.80125,16,4,4D_kernel,8192,8192,256
16,64,64,5,2.80128,16,4,4D_kernel,8192,8192,256
16,64,64,6,2.80106,16,4,4D_kernel,8192,8192,256
16,64,64,7,2.80349,16,4,4D_kernel,8192,8192,256
16,64,64,8,2.80125,16,4,4D_kernel,8192,8192,256
16,64,64,9,2.7993,16,4,4D_kernel,8192,8192,256
16,64,64,0,0.676512,16,4,4D_cublas,8192,8192,256
16,64,64,1,0.68256,16,4,4D_cublas,8192,8192,256
16,64,64,2,0.674144,16,4,4D_cublas,8192,8192,256
16,64,64,3,0.665824,16,4,4D_cublas,8192,8192,256
16,64,64,4,0.662848,16,4,4D_cublas,8192,8192,256
16,64,64,5,0.667456,16,4,4D_cublas,8192,8192,256
16,64,64,6,0.659136,16,4,4D_cublas,8192,8192,256
16,64,64,7,0.655808,16,4,4D_cublas,8192,8192,256
16,64,64,8,0.65872,16,4,4D_cublas,8192,8192,256
16,64,64,9,0.661536,16,4,4D_cublas,8192,8192,256
16,128,128,0,2.84182,16,4,4D_kernel,8192,8192,256
16,128,128,1,2.83277,16,4,4D_kernel,8192,8192,256
16,128,128,2,2.82179,16,4,4D_kernel,8192,8192,256
16,128,128,3,2.82976,16,4,4D_kernel,8192,8192,256
16,128,128,4,2.82598,16,4,4D_kernel,8192,8192,256
16,128,128,5,2.82061,16,4,4D_kernel,8192,8192,256
16,128,128,6,2.81318,16,4,4D_kernel,8192,8192,256
16,128,128,7,2.8199,16,4,4D_kernel,8192,8192,256
16,128,128,8,2.8145,16,4,4D_kernel,8192,8192,256
16,128,128,9,2.83392,16,4,4D_kernel,8192,8192,256
16,128,128,0,0.670688,16,4,4D_cublas,8192,8192,256
16,128,128,1,0.681568,16,4,4D_cublas,8192,8192,256
16,128,128,2,0.669696,16,4,4D_cublas,8192,8192,256
16,128,128,3,0.66976,16,4,4D_cublas,8192,8192,256
16,128,128,4,0.663104,16,4,4D_cublas,8192,8192,256
16,128,128,5,0.661184,16,4,4D_cublas,8192,8192,256
16,128,128,6,0.658336,16,4,4D_cublas,8192,8192,256
16,128,128,7,0.664256,16,4,4D_cublas,8192,8192,256
16,128,128,8,0.658688,16,4,4D_cublas,8192,8192,256
16,128,128,9,0.663744,16,4,4D_cublas,8192,8192,256
24,128,128,0,3.69616,8,8,4D_kernel,8192,8192,256
24,128,128,1,3.69984,8,8,4D_kernel,8192,8192,256
24,128,128,2,3.6936,8,8,4D_kernel,8192,8192,256
24,128,128,3,3.69584,8,8,4D_kernel,8192,8192,256
24,128,128,4,3.69469,8,8,4D_kernel,8192,8192,256
24,128,128,5,3.69424,8,8,4D_kernel,8192,8192,256
24,128,128,6,3.69082,8,8,4D_kernel,8192,8192,256
24,128,128,7,3.68474,8,8,4D_kernel,8192,8192,256
24,128,128,8,3.67987,8,8,4D_kernel,8192,8192,256
24,128,128,9,3.68486,8,8,4D_kernel,8192,8192,256
24,128,128,0,0.67232,8,8,4D_cublas,8192,8192,256
