bk,bm,bn,iteration,time_ms,tm,tn,type,m,n,k
16,256,64,2,0.831488,8,8,2D_cublas,8192,8192,256
16,256,64,3,0.834432,8,8,2D_cublas,8192,8192,256
16,256,64,4,0.829984,8,8,2D_cublas,8192,8192,256
16,256,64,5,0.835648,8,8,2D_cublas,8192,8192,256
16,256,64,6,0.830304,8,8,2D_cublas,8192,8192,256
16,256,64,7,0.829376,8,8,2D_cublas,8192,8192,256
16,256,64,8,0.825824,8,8,2D_cublas,8192,8192,256
16,256,64,9,0.823104,8,8,2D_cublas,8192,8192,256
16,64,128,0,4.89635,8,8,2D_kernel,8192,8192,256
16,64,128,1,4.90509,8,8,2D_kernel,8192,8192,256
16,64,128,2,4.8945,8,8,2D_kernel,8192,8192,256
16,64,128,3,4.87261,8,8,2D_kernel,8192,8192,256
16,64,128,4,4.89763,8,8,2D_kernel,8192,8192,256
16,64,128,5,4.89584,8,8,2D_kernel,8192,8192,256
16,64,128,6,4.89926,8,8,2D_kernel,8192,8192,256
16,64,128,7,4.90077,8,8,2D_kernel,8192,8192,256
16,64,128,8,4.89242,8,8,2D_kernel,8192,8192,256
16,64,128,9,4.89248,8,8,2D_kernel,8192,8192,256
16,64,128,0,0.84976,8,8,2D_cublas,8192,8192,256
16,64,128,1,0.83904,8,8,2D_cublas,8192,8192,256
16,64,128,2,0.83216,8,8,2D_cublas,8192,8192,256
16,64,128,3,0.829056,8,8,2D_cublas,8192,8192,256
16,64,128,4,0.832288,8,8,2D_cublas,8192,8192,256
16,64,128,5,0.830976,8,8,2D_cublas,8192,8192,256
16,64,128,6,0.8336,8,8,2D_cublas,8192,8192,256
16,64,128,7,0.830784,8,8,2D_cublas,8192,8192,256
16,64,128,8,0.827456,8,8,2D_cublas,8192,8192,256
16,64,128,9,0.825056,8,8,2D_cublas,8192,8192,256
8,64,64,0,4.83354,8,8,2D_kernel,8192,8192,256
8,64,64,1,4.8264,8,8,2D_kernel,8192,8192,256
8,64,64,2,4.81194,8,8,2D_kernel,8192,8192,256
8,64,64,3,4.80352,8,8,2D_kernel,8192,8192,256
8,64,64,4,4.80509,8,8,2D_kernel,8192,8192,256
8,64,64,5,4.80816,8,8,2D_kernel,8192,8192,256
8,64,64,6,4.80467,8,8,2D_kernel,8192,8192,256
8,64,64,7,4.79968,8,8,2D_kernel,8192,8192,256
8,64,64,8,4.8072,8,8,2D_kernel,8192,8192,256
8,64,64,9,4.80781,8,8,2D_kernel,8192,8192,256
8,64,64,0,0.843872,8,8,2D_cublas,8192,8192,256
8,64,64,1,0.838624,8,8,2D_cublas,8192,8192,256
8,64,64,2,0.830976,8,8,2D_cublas,8192,8192,256
8,64,64,3,0.827104,8,8,2D_cublas,8192,8192,256
8,64,64,4,0.826016,8,8,2D_cublas,8192,8192,256
8,64,64,5,0.825152,8,8,2D_cublas,8192,8192,256
8,64,64,6,0.822528,8,8,2D_cublas,8192,8192,256
8,64,64,7,0.823296,8,8,2D_cublas,8192,8192,256
8,64,64,8,0.82144,8,8,2D_cublas,8192,8192,256
8,64,64,9,0.820032,8,8,2D_cublas,8192,8192,256
32,32,32,0,7.52163,8,8,2D_kernel,8192,8192,256
32,32,32,1,7.51885,8,8,2D_kernel,8192,8192,256
32,32,32,2,7.5201,8,8,2D_kernel,8192,8192,256
32,32,32,3,7.51075,8,8,2D_kernel,8192,8192,256
32,32,32,4,7.52438,8,8,2D_kernel,8192,8192,256
32,32,32,5,7.51443,8,8,2D_kernel,8192,8192,256
32,32,32,6,7.51315,8,8,2D_kernel,8192,8192,256
32,32,32,7,7.51837,8,8,2D_kernel,8192,8192,256
32,32,32,8,7.51395,8,8,2D_kernel,8192,8192,256
32,32,32,9,7.51757,8,8,2D_kernel,8192,8192,256
32,32,32,0,0.8384,8,8,2D_cublas,8192,8192,256
32,32,32,1,0.831552,8,8,2D_cublas,8192,8192,256
32,32,32,2,0.824,8,8,2D_cublas,8192,8192,256
32,32,32,3,0.829056,8,8,2D_cublas,8192,8192,256
32,32,32,4,0.826848,8,8,2D_cublas,8192,8192,256
32,32,32,5,0.817472,8,8,2D_cublas,8192,8192,256
32,32,32,6,0.827584,8,8,2D_cublas,8192,8192,256
32,32,32,7,0.823456,8,8,2D_cublas,8192,8192,256
32,32,32,8,0.821152,8,8,2D_cublas,8192,8192,256
32,32,32,9,0.8248,8,8,2D_cublas,8192,8192,256
16,128,64,0,4.97424,8,8,2D_kernel,8192,8192,256
16,128,64,1,4.98845,8,8,2D_kernel,8192,8192,256
16,128,64,2,4.97491,8,8,2D_kernel,8192,8192,256
16,128,64,3,4.98102,8,8,2D_kernel,8192,8192,256
16,128,64,4,4.97494,8,8,2D_kernel,8192,8192,256
16,128,64,5,4.96797,8,8,2D_kernel,8192,8192,256
16,128,64,6,4.9807,8,8,2D_kernel,8192,8192,256
16,128,64,7,4.98054,8,8,2D_kernel,8192,8192,256
16,128,64,8,4.96848,8,8,2D_kernel,8192,8192,256
16,128,64,9,4.96534,8,8,2D_kernel,8192,8192,256
16,128,64,0,0.836352,8,8,2D_cublas,8192,8192,256
16,128,64,1,0.830112,8,8,2D_cublas,8192,8192,256
16,128,64,2,0.821984,8,8,2D_cublas,8192,8192,256
16,128,64,3,0.820864,8,8,2D_cublas,8192,8192,256
16,128,64,4,0.822112,8,8,2D_cublas,8192,8192,256
16,128,64,5,0.817344,8,8,2D_cublas,8192,8192,256
16,128,64,6,0.816192,8,8,2D_cublas,8192,8192,256
16,128,64,7,0.812448,8,8,2D_cublas,8192,8192,256
16,128,64,8,0.810176,8,8,2D_cublas,8192,8192,256
16,128,64,9,0.816352,8,8,2D_cublas,8192,8192,256
32,128,64,0,5.00125,8,8,2D_kernel,8192,8192,256
32,128,64,1,5.01075,8,8,2D_kernel,8192,8192,256
32,128,64,2,4.9833,8,8,2D_kernel,8192,8192,256
32,128,64,3,4.99971,8,8,2D_kernel,8192,8192,256
32,128,64,4,4.9936,8,8,2D_kernel,8192,8192,256
32,128,64,5,4.97773,8,8,2D_kernel,8192,8192,256
32,128,64,6,4.99594,8,8,2D_kernel,8192,8192,256
32,128,64,7,4.98346,8,8,2D_kernel,8192,8192,256
32,128,64,8,4.97776,8,8,2D_kernel,8192,8192,256
32,128,64,9,4.98307,8,8,2D_kernel,8192,8192,256
32,128,64,0,0.833728,8,8,2D_cublas,8192,8192,256
32,128,64,1,0.826464,8,8,2D_cublas,8192,8192,256
32,128,64,2,0.821472,8,8,2D_cublas,8192,8192,256
32,128,64,3,0.819648,8,8,2D_cublas,8192,8192,256
32,128,64,4,0.820512,8,8,2D_cublas,8192,8192,256
32,128,64,5,0.815072,8,8,2D_cublas,8192,8192,256
32,128,64,6,0.81632,8,8,2D_cublas,8192,8192,256
32,128,64,7,0.812032,8,8,2D_cublas,8192,8192,256
32,128,64,8,0.812416,8,8,2D_cublas,8192,8192,256
32,128,64,9,0.815424,8,8,2D_cublas,8192,8192,256
16,64,64,0,7.132,4,8,2D_kernel,8192,8192,256
16,64,64,1,7.13402,4,8,2D_kernel,8192,8192,256
16,64,64,2,7.13466,4,8,2D_kernel,8192,8192,256
16,64,64,3,7.13693,4,8,2D_kernel,8192,8192,256
16,64,64,4,7.13168,4,8,2D_kernel,8192,8192,256
16,64,64,5,7.13386,4,8,2D_kernel,8192,8192,256
16,64,64,6,7.13549,4,8,2D_kernel,8192,8192,256
16,64,64,7,7.1321,4,8,2D_kernel,8192,8192,256
16,64,64,8,7.13107,4,8,2D_kernel,8192,8192,256
16,64,64,9,7.13011,4,8,2D_kernel,8192,8192,256
16,64,64,0,0.835328,4,8,2D_cublas,8192,8192,256
16,64,64,1,0.840672,4,8,2D_cublas,8192,8192,256
16,64,64,2,0.828672,4,8,2D_cublas,8192,8192,256
16,64,64,3,0.824864,4,8,2D_cublas,8192,8192,256
16,64,64,4,0.820704,4,8,2D_cublas,8192,8192,256
16,64,64,5,0.823904,4,8,2D_cublas,8192,8192,256
16,64,64,6,0.822432,4,8,2D_cublas,8192,8192,256
16,64,64,7,0.821216,4,8,2D_cublas,8192,8192,256
16,64,64,8,0.821568,4,8,2D_cublas,8192,8192,256
16,64,64,9,0.816768,4,8,2D_cublas,8192,8192,256
16,64,64,0,4.41907,8,4,2D_kernel,8192,8192,256
16,64,64,1,4.43546,8,4,2D_kernel,8192,8192,256
16,64,64,2,4.41712,8,4,2D_kernel,8192,8192,256
16,64,64,3,4.41462,8,4,2D_kernel,8192,8192,256
16,64,64,4,4.41843,8,4,2D_kernel,8192,8192,256
16,64,64,5,4.40925,8,4,2D_kernel,8192,8192,256
16,64,64,6,4.40621,8,4,2D_kernel,8192,8192,256
16,64,64,7,4.41078,8,4,2D_kernel,8192,8192,256
16,64,64,8,4.41114,8,4,2D_kernel,8192,8192,256
16,64,64,9,4.41414,8,4,2D_kernel,8192,8192,256
16,64,64,0,0.834336,8,4,2D_cublas,8192,8192,256
16,64,64,1,0.83296,8,4,2D_cublas,8192,8192,256
16,64,64,2,0.821248,8,4,2D_cublas,8192,8192,256
16,64,64,3,0.820352,8,4,2D_cublas,8192,8192,256
16,64,64,4,0.821504,8,4,2D_cublas,8192,8192,256
16,64,64,5,0.822752,8,4,2D_cublas,8192,8192,256
16,64,64,6,0.822944,8,4,2D_cublas,8192,8192,256
16,64,64,7,0.816704,8,4,2D_cublas,8192,8192,256
16,64,64,8,0.820192,8,4,2D_cublas,8192,8192,256
16,64,64,9,0.829152,8,4,2D_cublas,8192,8192,256
16,64,64,0,5.4304,4,4,2D_kernel,8192,8192,256
16,64,64,1,5.43226,4,4,2D_kernel,8192,8192,256
16,64,64,2,5.43482,4,4,2D_kernel,8192,8192,256
16,64,64,3,5.44202,4,4,2D_kernel,8192,8192,256
16,64,64,4,5.44061,4,4,2D_kernel,8192,8192,256
16,64,64,5,5.43171,4,4,2D_kernel,8192,8192,256
16,64,64,6,5.42995,4,4,2D_kernel,8192,8192,256
16,64,64,7,5.43821,4,4,2D_kernel,8192,8192,256
16,64,64,8,5.43219,4,4,2D_kernel,8192,8192,256
16,64,64,9,5.44042,4,4,2D_kernel,8192,8192,256
16,64,64,0,0.837152,4,4,2D_cublas,8192,8192,256
16,64,64,1,0.825952,4,4,2D_cublas,8192,8192,256
16,64,64,2,0.817984,4,4,2D_cublas,8192,8192,256
16,64,64,3,0.81552,4,4,2D_cublas,8192,8192,256
16,64,64,4,0.817952,4,4,2D_cublas,8192,8192,256
16,64,64,5,0.812608,4,4,2D_cublas,8192,8192,256
16,64,64,6,0.809888,4,4,2D_cublas,8192,8192,256
16,64,64,7,0.809024,4,4,2D_cublas,8192,8192,256
16,64,64,8,0.812448,4,4,2D_cublas,8192,8192,256
16,64,64,9,0.806016,4,4,2D_cublas,8192,8192,256
16,64,64,0,5.33283,8,8,2D_kernel,8192,8192,256
16,64,64,1,5.33725,8,8,2D_kernel,8192,8192,256
16,64,64,2,5.32576,8,8,2D_kernel,8192,8192,256
16,64,64,3,5.32803,8,8,2D_kernel,8192,8192,256
16,64,64,4,5.33744,8,8,2D_kernel,8192,8192,256
16,64,64,5,5.33258,8,8,2D_kernel,8192,8192,256
16,64,64,6,5.32947,8,8,2D_kernel,8192,8192,256
16,64,64,7,5.33226,8,8,2D_kernel,8192,8192,256
16,64,64,8,5.3344,8,8,2D_kernel,8192,8192,256
16,64,64,9,5.33718,8,8,2D_kernel,8192,8192,256
16,64,64,0,0.840352,8,8,2D_cublas,8192,8192,256
16,64,64,1,0.832096,8,8,2D_cublas,8192,8192,256
16,64,64,2,0.825824,8,8,2D_cublas,8192,8192,256
16,64,64,3,0.82416,8,8,2D_cublas,8192,8192,256
16,64,64,4,0.822432,8,8,2D_cublas,8192,8192,256
16,64,64,5,0.819232,8,8,2D_cublas,8192,8192,256
16,64,64,6,0.81792,8,8,2D_cublas,8192,8192,256
16,64,64,7,0.81968,8,8,2D_cublas,8192,8192,256
16,64,64,8,0.822688,8,8,2D_cublas,8192,8192,256
16,64,64,9,0.81776,8,8,2D_cublas,8192,8192,256
8,128,128,0,5.05725,8,8,2D_kernel,8192,8192,256
8,128,128,1,5.05366,8,8,2D_kernel,8192,8192,256
8,128,128,2,5.04141,8,8,2D_kernel,8192,8192,256
8,128,128,3,5.03728,8,8,2D_kernel,8192,8192,256
8,128,128,4,5.04198,8,8,2D_kernel,8192,8192,256
8,128,128,5,5.05133,8,8,2D_kernel,8192,8192,256
8,128,128,6,5.04877,8,8,2D_kernel,8192,8192,256
8,128,128,7,5.05376,8,8,2D_kernel,8192,8192,256
8,128,128,8,5.05165,8,8,2D_kernel,8192,8192,256
8,128,128,9,5.0663,8,8,2D_kernel,8192,8192,256
8,128,128,0,0.855328,8,8,2D_cublas,8192,8192,256
8,128,128,1,0.848064,8,8,2D_cublas,8192,8192,256
8,128,128,2,0.834848,8,8,2D_cublas,8192,8192,256
8,128,128,3,0.82864,8,8,2D_cublas,8192,8192,256
8,128,128,4,0.830976,8,8,2D_cublas,8192,8192,256
8,128,128,5,0.82864,8,8,2D_cublas,8192,8192,256
8,128,128,6,0.824,8,8,2D_cublas,8192,8192,256
8,128,128,7,0.822976,8,8,2D_cublas,8192,8192,256
8,128,128,8,0.829056,8,8,2D_cublas,8192,8192,256
8,128,128,9,0.825344,8,8,2D_cublas,8192,8192,256
32,128,64,0,5.01603,8,8,2D_kernel,8192,8192,256
32,128,64,1,5.03133,8,8,2D_kernel,8192,8192,256
32,128,64,2,5.03021,8,8,2D_kernel,8192,8192,256
32,128,64,3,5.01578,8,8,2D_kernel,8192,8192,256
32,128,64,4,5.00646,8,8,2D_kernel,8192,8192,256
32,128,64,5,5.00995,8,8,2D_kernel,8192,8192,256
32,128,64,6,5.01437,8,8,2D_kernel,8192,8192,256
32,128,64,7,5.00106,8,8,2D_kernel,8192,8192,256
32,128,64,8,5.00666,8,8,2D_kernel,8192,8192,256
32,128,64,9,5.01523,8,8,2D_kernel,8192,8192,256
32,128,64,0,0.838016,8,8,2D_cublas,8192,8192,256
32,128,64,1,0.83504,8,8,2D_cublas,8192,8192,256
32,128,64,2,0.82288,8,8,2D_cublas,8192,8192,256
32,128,64,3,0.822976,8,8,2D_cublas,8192,8192,256
32,128,64,4,0.820896,8,8,2D_cublas,8192,8192,256
32,128,64,5,0.821568,8,8,2D_cublas,8192,8192,256
32,128,64,6,0.817344,8,8,2D_cublas,8192,8192,256
32,128,64,7,0.818656,8,8,2D_cublas,8192,8192,256
32,128,64,8,0.8168,8,8,2D_cublas,8192,8192,256
32,128,64,9,0.81872,8,8,2D_cublas,8192,8192,256
16,256,64,0,5.09619,8,8,2D_kernel,8192,8192,256
16,256,64,1,5.1088,8,8,2D_kernel,8192,8192,256
16,256,64,2,5.10496,8,8,2D_kernel,8192,8192,256
16,256,64,3,5.09936,8,8,2D_kernel,8192,8192,256
16,256,64,4,5.09699,8,8,2D_kernel,8192,8192,256
16,256,64,5,5.10934,8,8,2D_kernel,8192,8192,256
16,256,64,6,5.10253,8,8,2D_kernel,8192,8192,256
16,256,64,7,5.10813,8,8,2D_kernel,8192,8192,256
16,256,64,8,5.11325,8,8,2D_kernel,8192,8192,256
16,256,64,9,5.10435,8,8,2D_kernel,8192,8192,256
16,256,64,0,0.852064,8,8,2D_cublas,8192,8192,256
16,256,64,1,0.852704,8,8,2D_cublas,8192,8192,256
16,256,64,2,0.842752,8,8,2D_cublas,8192,8192,256
16,256,64,3,0.832672,8,8,2D_cublas,8192,8192,256
16,256,64,4,0.836704,8,8,2D_cublas,8192,8192,256
16,256,64,5,0.841632,8,8,2D_cublas,8192,8192,256
16,256,64,6,0.832032,8,8,2D_cublas,8192,8192,256
16,256,64,7,0.8272,8,8,2D_cublas,8192,8192,256
16,256,64,8,0.835808,8,8,2D_cublas,8192,8192,256
16,256,64,9,0.823744,8,8,2D_cublas,8192,8192,256
16,64,64,0,58.9243,16,16,2D_kernel,8192,8192,256
16,64,64,1,58.9995,16,16,2D_kernel,8192,8192,256
16,64,64,2,59.1366,16,16,2D_kernel,8192,8192,256
16,64,64,3,58.911,16,16,2D_kernel,8192,8192,256
16,64,64,4,58.9041,16,16,2D_kernel,8192,8192,256
16,64,64,5,58.8841,16,16,2D_kernel,8192,8192,256
16,64,64,6,59.0969,16,16,2D_kernel,8192,8192,256
16,64,64,7,58.9764,16,16,2D_kernel,8192,8192,256
16,64,64,8,59.0452,16,16,2D_kernel,8192,8192,256
16,64,64,9,59.0243,16,16,2D_kernel,8192,8192,256
16,64,64,0,0.85024,16,16,2D_cublas,8192,8192,256
16,64,64,1,0.840256,16,16,2D_cublas,8192,8192,256
16,64,64,2,0.833344,16,16,2D_cublas,8192,8192,256
16,64,64,3,0.832032,16,16,2D_cublas,8192,8192,256
16,64,64,4,0.832192,16,16,2D_cublas,8192,8192,256
16,64,64,5,0.8296,16,16,2D_cublas,8192,8192,256
16,64,64,6,0.832384,16,16,2D_cublas,8192,8192,256
16,64,64,7,0.828224,16,16,2D_cublas,8192,8192,256
16,64,64,8,0.823072,16,16,2D_cublas,8192,8192,256
16,64,64,9,0.820672,16,16,2D_cublas,8192,8192,256
16,128,128,0,38.0507,16,16,2D_kernel,8192,8192,256
16,128,128,1,38.1787,16,16,2D_kernel,8192,8192,256
16,128,128,2,38.082,16,16,2D_kernel,8192,8192,256
16,128,128,3,37.9628,16,16,2D_kernel,8192,8192,256
16,128,128,4,37.848,16,16,2D_kernel,8192,8192,256
16,128,128,5,38.0303,16,16,2D_kernel,8192,8192,256
16,128,128,6,38.0898,16,16,2D_kernel,8192,8192,256
16,128,128,7,37.9746,16,16,2D_kernel,8192,8192,256
16,128,128,8,38.0148,16,16,2D_kernel,8192,8192,256
16,128,128,9,38.0826,16,16,2D_kernel,8192,8192,256
16,128,128,0,0.8424,16,16,2D_cublas,8192,8192,256
16,128,128,1,0.838912,16,16,2D_cublas,8192,8192,256
16,128,128,2,0.834368,16,16,2D_cublas,8192,8192,256
16,128,128,3,0.83296,16,16,2D_cublas,8192,8192,256
16,128,128,4,0.828384,16,16,2D_cublas,8192,8192,256
16,128,128,5,0.828096,16,16,2D_cublas,8192,8192,256
16,128,128,6,0.825184,16,16,2D_cublas,8192,8192,256
16,128,128,7,0.82096,16,16,2D_cublas,8192,8192,256
16,128,128,8,0.82416,16,16,2D_cublas,8192,8192,256
16,128,128,9,0.821472,16,16,2D_cublas,8192,8192,256
8,64,64,0,4.85747,8,8,2D_kernel,8192,8192,256
8,64,64,1,4.87446,8,8,2D_kernel,8192,8192,256
8,64,64,2,4.86016,8,8,2D_kernel,8192,8192,256
8,64,64,3,4.84909,8,8,2D_kernel,8192,8192,256
8,64,64,4,4.8455,8,8,2D_kernel,8192,8192,256
8,64,64,5,4.84032,8,8,2D_kernel,8192,8192,256
8,64,64,6,4.84566,8,8,2D_kernel,8192,8192,256
8,64,64,7,4.84243,8,8,2D_kernel,8192,8192,256
8,64,64,8,4.84774,8,8,2D_kernel,8192,8192,256
8,64,64,9,4.84138,8,8,2D_kernel,8192,8192,256
8,64,64,0,0.83856,8,8,2D_cublas,8192,8192,256
8,64,64,1,0.834848,8,8,2D_cublas,8192,8192,256
8,64,64,2,0.832736,8,8,2D_cublas,8192,8192,256
8,64,64,3,0.829312,8,8,2D_cublas,8192,8192,256
8,64,64,4,0.830912,8,8,2D_cublas,8192,8192,256
8,64,64,5,0.82848,8,8,2D_cublas,8192,8192,256
8,64,64,6,0.825088,8,8,2D_cublas,8192,8192,256
8,64,64,7,0.824896,8,8,2D_cublas,8192,8192,256
8,64,64,8,0.823936,8,8,2D_cublas,8192,8192,256
8,64,64,9,0.824416,8,8,2D_cublas,8192,8192,256
8,64,128,0,4.92832,8,8,2D_kernel,8192,8192,256
8,64,128,1,4.83968,8,8,2D_kernel,8192,8192,256
8,64,128,2,4.94675,8,8,2D_kernel,8192,8192,256
8,64,128,3,4.84054,8,8,2D_kernel,8192,8192,256
8,64,128,4,4.8393,8,8,2D_kernel,8192,8192,256
8,64,128,5,4.83158,8,8,2D_kernel,8192,8192,256
8,64,128,6,4.85821,8,8,2D_kernel,8192,8192,256
8,64,128,7,4.84589,8,8,2D_kernel,8192,8192,256
8,64,128,8,4.84429,8,8,2D_kernel,8192,8192,256
8,64,128,9,4.86435,8,8,2D_kernel,8192,8192,256
8,64,128,0,0.856672,8,8,2D_cublas,8192,8192,256
8,64,128,1,0.847456,8,8,2D_cublas,8192,8192,256
8,64,128,2,0.840704,8,8,2D_cublas,8192,8192,256
8,64,128,3,0.840224,8,8,2D_cublas,8192,8192,256
8,64,128,4,0.834944,8,8,2D_cublas,8192,8192,256
8,64,128,5,0.836032,8,8,2D_cublas,8192,8192,256
8,64,128,6,0.83104,8,8,2D_cublas,8192,8192,256
8,64,128,7,0.828,8,8,2D_cublas,8192,8192,256
8,64,128,8,0.828352,8,8,2D_cublas,8192,8192,256
8,64,128,9,0.826688,8,8,2D_cublas,8192,8192,256
64,32,32,0,10.9451,8,8,2D_kernel,8192,8192,256
64,32,32,1,10.9462,8,8,2D_kernel,8192,8192,256
64,32,32,2,10.96,8,8,2D_kernel,8192,8192,256
64,32,32,3,10.9428,8,8,2D_kernel,8192,8192,256
64,32,32,4,10.95,8,8,2D_kernel,8192,8192,256
64,32,32,5,10.9296,8,8,2D_kernel,8192,8192,256
64,32,32,6,10.8825,8,8,2D_kernel,8192,8192,256
64,32,32,7,10.9413,8,8,2D_kernel,8192,8192,256
64,32,32,8,10.9328,8,8,2D_kernel,8192,8192,256
64,32,32,9,10.955,8,8,2D_kernel,8192,8192,256
64,32,32,0,0.84352,8,8,2D_cublas,8192,8192,256
64,32,32,1,0.837728,8,8,2D_cublas,8192,8192,256
64,32,32,2,0.835648,8,8,2D_cublas,8192,8192,256
64,32,32,3,0.832064,8,8,2D_cublas,8192,8192,256
64,32,32,4,0.82592,8,8,2D_cublas,8192,8192,256
64,32,32,5,0.830784,8,8,2D_cublas,8192,8192,256
64,32,32,6,0.828256,8,8,2D_cublas,8192,8192,256
64,32,32,7,0.826144,8,8,2D_cublas,8192,8192,256
64,32,32,8,0.829024,8,8,2D_cublas,8192,8192,256
64,32,32,9,0.826336,8,8,2D_cublas,8192,8192,256
16,64,64,0,4.37661,16,4,2D_kernel,8192,8192,256
16,64,64,1,4.37347,16,4,2D_kernel,8192,8192,256
16,64,64,2,4.40752,16,4,2D_kernel,8192,8192,256
16,64,64,3,4.3807,16,4,2D_kernel,8192,8192,256
16,64,64,4,4.36688,16,4,2D_kernel,8192,8192,256
16,64,64,5,4.37882,16,4,2D_kernel,8192,8192,256
16,64,64,6,4.39034,16,4,2D_kernel,8192,8192,256
16,64,64,7,4.3935,16,4,2D_kernel,8192,8192,256
16,64,64,8,4.37776,16,4,2D_kernel,8192,8192,256
16,64,64,9,4.37914,16,4,2D_kernel,8192,8192,256
16,64,64,0,0.860288,16,4,2D_cublas,8192,8192,256
16,64,64,1,0.845664,16,4,2D_cublas,8192,8192,256
16,64,64,2,0.83216,16,4,2D_cublas,8192,8192,256
16,64,64,3,0.84032,16,4,2D_cublas,8192,8192,256
16,64,64,4,0.834656,16,4,2D_cublas,8192,8192,256
16,64,64,5,0.830688,16,4,2D_cublas,8192,8192,256
16,64,64,6,0.835264,16,4,2D_cublas,8192,8192,256
16,64,64,7,0.834208,16,4,2D_cublas,8192,8192,256
16,64,64,8,0.832672,16,4,2D_cublas,8192,8192,256
16,64,64,9,0.829568,16,4,2D_cublas,8192,8192,256
16,128,128,0,3.95181,16,4,2D_kernel,8192,8192,256
16,128,128,1,3.96355,16,4,2D_kernel,8192,8192,256
16,128,128,2,3.95264,16,4,2D_kernel,8192,8192,256
16,128,128,3,3.95046,16,4,2D_kernel,8192,8192,256
16,128,128,4,3.94931,16,4,2D_kernel,8192,8192,256
16,128,128,5,3.95626,16,4,2D_kernel,8192,8192,256
16,128,128,6,3.94256,16,4,2D_kernel,8192,8192,256
16,128,128,7,3.95331,16,4,2D_kernel,8192,8192,256
16,128,128,8,3.95245,16,4,2D_kernel,8192,8192,256
16,128,128,9,3.95094,16,4,2D_kernel,8192,8192,256
16,128,128,0,0.845984,16,4,2D_cublas,8192,8192,256
16,128,128,1,0.840832,16,4,2D_cublas,8192,8192,256
16,128,128,2,0.830688,16,4,2D_cublas,8192,8192,256
16,128,128,3,0.828416,16,4,2D_cublas,8192,8192,256
16,128,128,4,0.826624,16,4,2D_cublas,8192,8192,256
16,128,128,5,0.827136,16,4,2D_cublas,8192,8192,256
16,128,128,6,0.827072,16,4,2D_cublas,8192,8192,256
16,128,128,7,0.825216,16,4,2D_cublas,8192,8192,256
16,128,128,8,0.826208,16,4,2D_cublas,8192,8192,256
16,128,128,9,0.824704,16,4,2D_cublas,8192,8192,256
24,128,128,0,4.79664,8,8,2D_kernel,8192,8192,256
24,128,128,1,4.80154,8,8,2D_kernel,8192,8192,256
24,128,128,2,4.80758,8,8,2D_kernel,8192,8192,256
24,128,128,3,4.80534,8,8,2D_kernel,8192,8192,256
24,128,128,4,4.81101,8,8,2D_kernel,8192,8192,256
24,128,128,5,4.8071,8,8,2D_kernel,8192,8192,256
24,128,128,6,4.79853,8,8,2D_kernel,8192,8192,256
24,128,128,7,4.80912,8,8,2D_kernel,8192,8192,256
24,128,128,8,4.80506,8,8,2D_kernel,8192,8192,256
24,128,128,9,4.80282,8,8,2D_kernel,8192,8192,256
24,128,128,0,0.852064,8,8,2D_cublas,8192,8192,256
24,128,128,1,0.844448,8,8,2D_cublas,8192,8192,256
24,128,128,2,0.835808,8,8,2D_cublas,8192,8192,256
24,128,128,3,0.835136,8,8,2D_cublas,8192,8192,256
24,128,128,4,0.836192,8,8,2D_cublas,8192,8192,256
